symbol,sector,industry,price
GURE,Process Industries,Chemicals: Specialty,
CBA,Miscellaneous,Investment Trusts/Mutual Funds,
BMY,Health Technology,Pharmaceuticals: Major,
CAL,Consumer Non-Durables,Apparel/Footwear,
PODD,Health Technology,Medical Specialties,
LPG,Transportation,Marine Shipping,
GRUB,Retail Trade,Specialty Stores,
NDLS,Consumer Services,Restaurants,
CTAA,Communications,Specialty Telecommunications,
OPK,Health Technology,Pharmaceuticals: Major,
BKU,Finance,Regional Banks,
SIR,Finance,Real Estate Investment Trusts,
AAN,Finance,Finance/Rental/Leasing,
CNV,Retail Trade,Catalog/Specialty Distribution,
ASC,Transportation,Marine Shipping,
RMAX,Finance,Real Estate Development,
TESO,Industrial Services,Oilfield Services/Equipment,
MTSI,Electronic Technology,Semiconductors,
TSE,Process Industries,Industrial Specialties,
UBFO,Finance,Regional Banks,
CVX,Energy Minerals,Integrated Oil,
ECOL,Industrial Services,Environmental Services,
FRO,Transportation,Marine Shipping,
WGP,Technology Services,Internet Software/Services,
CFN,Consumer Services,Publishing: Newspapers,
HGT,Finance,Investment Managers,
HURC,Producer Manufacturing,Industrial Machinery,
OXLCP,Miscellaneous,Investment Trusts/Mutual Funds,
SLB,Industrial Services,Oilfield Services/Equipment,
LORL,Communications,Specialty Telecommunications,
QURE,Health Technology,Biotechnology,
TV,Consumer Services,Broadcasting,
SPH,Utilities,Gas Distributors,
RCKY,Consumer Non-Durables,Apparel/Footwear,
MAT,Consumer Durables,Recreational Products,
BCE,Communications,Major Telecommunications,
MMD,Miscellaneous,Investment Trusts/Mutual Funds,
AEO,Retail Trade,Apparel/Footwear Retail,
CHRW,Transportation,Air Freight/Couriers,
KN,Electronic Technology,Electronic Components,
PRIM,Industrial Services,Engineering & Construction,
MTEX,Health Technology,Pharmaceuticals: Major,
ENSG,Health Services,Medical/Nursing Services,
INTU,Technology Services,Packaged Software,
CTZ,Communications,Specialty Telecommunications,
WES,Energy Minerals,Oil Refining/Marketing,
TRGP,Energy Minerals,Oil Refining/Marketing,
JCE,Miscellaneous,Investment Trusts/Mutual Funds,
GJO,Finance,Finance/Rental/Leasing,
RGR,Consumer Durables,Recreational Products,
MPX,Consumer Durables,Recreational Products,
IMS,Finance,Real Estate Development,
NMT,Miscellaneous,Investment Trusts/Mutual Funds,
FUND,Miscellaneous,Investment Trusts/Mutual Funds,
INVN,Electronic Technology,Semiconductors,
AVY,Process Industries,Containers/Packaging,
MUA,Miscellaneous,Investment Trusts/Mutual Funds,
KOP,Process Industries,Chemicals: Specialty,
SSE,Utilities,Electric Utilities,
FII,Electronic Technology,Aerospace & Defense,
NVTA,Health Services,Medical/Nursing Services,
SIGM,Electronic Technology,Semiconductors,
RPM,Process Industries,Industrial Specialties,
MKC,Consumer Non-Durables,Food: Specialty/Candy,
HCI,Finance,Property/Casualty Insurance,
NVO,Health Technology,Pharmaceuticals: Major,
PCBK,Health Technology,Biotechnology,
FTAI,Finance,Investment Managers,
TRV,Finance,Multi-Line Insurance,
WPC,Finance,Real Estate Investment Trusts,
PTY,Miscellaneous,Investment Trusts/Mutual Funds,
TWI,Producer Manufacturing,Trucks/Construction/Farm Machinery,
EGL,Miscellaneous,Investment Trusts/Mutual Funds,
IRT,Finance,Real Estate Investment Trusts,
APB,Producer Manufacturing,Industrial Machinery,
SVVC,Finance,Investment Managers,
LZB,Consumer Durables,Home Furnishings,
LBTYA,Consumer Services,Cable/Satellite TV,
WOOF,Process Industries,Agricultural Commodities/Milling,
ETG,Miscellaneous,Investment Trusts/Mutual Funds,
MUS,Miscellaneous,Investment Trusts/Mutual Funds,
TWC,Consumer Services,Movies/Entertainment,
SRG,Finance,Real Estate Investment Trusts,
CMCM,Technology Services,Packaged Software,
TIF,Retail Trade,Specialty Stores,
DAL,Transportation,Airlines,
PYT,Finance,Finance/Rental/Leasing,
CAPL,Distribution Services,Wholesale Distributors,
TRI,Commercial Services,Financial Publishing/Services,
GRO,Energy Minerals,Oil & Gas Production,
NIO,Consumer Durables,Motor Vehicles,
SGRY,Health Services,Hospital/Nursing Management,
CPN,Finance,Real Estate Development,
FLXS,Consumer Durables,Home Furnishings,
ON,Electronic Technology,Semiconductors,
TRUE,Technology Services,Internet Software/Services,
HWKN,Distribution Services,Wholesale Distributors,
WUBA,Technology Services,Internet Software/Services,
ATHM,Technology Services,Internet Software/Services,
NSP,Commercial Services,Personnel Services,
FHY,Producer Manufacturing,Industrial Machinery,
MBWM,Finance,Regional Banks,
AU,Non-Energy Minerals,Precious Metals,
STM,Electronic Technology,Semiconductors,
HYT,Miscellaneous,Investment Trusts/Mutual Funds,
TKR,Producer Manufacturing,Metal Fabrication,
DGICB,Finance,Multi-Line Insurance,
GNE,Utilities,Electric Utilities,
DMB,Miscellaneous,Investment Trusts/Mutual Funds,
JTA,Miscellaneous,Investment Trusts/Mutual Funds,
OFS,Finance,Investment Managers,
LITE,Producer Manufacturing,Electrical Products,
CPK,Utilities,Gas Distributors,
NQI,Process Industries,Pulp & Paper,
NAC,Miscellaneous,Investment Trusts/Mutual Funds,
HII,Electronic Technology,Aerospace & Defense,
BGT,Miscellaneous,Investment Trusts/Mutual Funds,
NWPX,Producer Manufacturing,Metal Fabrication,
HTD,Miscellaneous,Investment Trusts/Mutual Funds,
FFIC,Finance,Regional Banks,
VA,Miscellaneous,Investment Trusts/Mutual Funds,
MGPI,Process Industries,Agricultural Commodities/Milling,
GNTX,Producer Manufacturing,Auto Parts: OEM,
EMC,Consumer Durables,Motor Vehicles,
AWK,Utilities,Water Utilities,
TAP,Consumer Non-Durables,Beverages: Alcoholic,
SNR,Finance,Real Estate Investment Trusts,
IMMR,Electronic Technology,Computer Peripherals,
PAY,Consumer Services,Other Consumer Services,
LNT,Utilities,Electric Utilities,
POWR,Utilities,Electric Utilities,
SHOO,Consumer Non-Durables,Apparel/Footwear,
ARE,Finance,Real Estate Investment Trusts,
EGHT,Technology Services,Packaged Software,
RBA,Commercial Services,Miscellaneous Commercial Services,
NTRI,Consumer Services,Other Consumer Services,
TSS,Miscellaneous,Miscellaneous,
NTK,Health Technology,Biotechnology,
EBR,Utilities,Electric Utilities,
WHF,Finance,Investment Managers,
CELP,Commercial Services,Miscellaneous Commercial Services,
CONE,Finance,Real Estate Investment Trusts,
FLEX,Electronic Technology,Electronic Components,
AL,Finance,Finance/Rental/Leasing,
PE,Energy Minerals,Oil & Gas Production,
SFR,Industrial Services,Engineering & Construction,
CECE,Producer Manufacturing,Industrial Machinery,
CMO,Finance,Real Estate Investment Trusts,
JFR,Miscellaneous,Investment Trusts/Mutual Funds,
KS,Non-Energy Minerals,Precious Metals,
CMA,Finance,Major Banks,
VLY,Finance,Regional Banks,
AMZN,Retail Trade,Internet Retail,
SRLP,Industrial Services,Oil & Gas Pipelines,
ITIC,Finance,Specialty Insurance,
GES,Consumer Non-Durables,Apparel/Footwear,
NCR,Electronic Technology,Computer Processing Hardware,
GUT,Miscellaneous,Investment Trusts/Mutual Funds,
ALKS,Health Technology,Biotechnology,
AWI,Producer Manufacturing,Building Products,
KOPN,Electronic Technology,Semiconductors,
RLI,Finance,Property/Casualty Insurance,
CRMT,Retail Trade,Specialty Stores,
IAG,Non-Energy Minerals,Precious Metals,
HIX,Miscellaneous,Investment Trusts/Mutual Funds,
CCD,Miscellaneous,Investment Trusts/Mutual Funds,
HMC,Consumer Durables,Motor Vehicles,
MVT,Miscellaneous,Investment Trusts/Mutual Funds,
GGM,Miscellaneous,Investment Trusts/Mutual Funds,
LTM,Transportation,Airlines,
GTLS,Producer Manufacturing,Industrial Machinery,
ASEI,Miscellaneous,Investment Trusts/Mutual Funds,
TTS,Retail Trade,Home Improvement Chains,
CNL,Process Industries,Textiles,
MSD,Miscellaneous,Investment Trusts/Mutual Funds,
USB,Finance,Major Banks,
QIWI,Technology Services,Data Processing Services,
YRCW,Transportation,Trucking,
COLL,Health Technology,Pharmaceuticals: Other,
BLK,Finance,Investment Managers,
HEES,Finance,Finance/Rental/Leasing,
FPF,Miscellaneous,Investment Trusts/Mutual Funds,
PKE,Electronic Technology,Aerospace & Defense,
RBC,Producer Manufacturing,Industrial Machinery,
KBR,Technology Services,Information Technology Services,
ARC,Commercial Services,Commercial Printing/Forms,
FFA,Miscellaneous,Investment Trusts/Mutual Funds,
OMCL,Technology Services,Information Technology Services,
DMRC,Technology Services,Information Technology Services,
EEP,Health Services,Hospital/Nursing Management,
MOFG,Finance,Regional Banks,
OCN,Finance,Finance/Rental/Leasing,
HGH,Finance,Multi-Line Insurance,
ICB,Health Technology,Medical Specialties,
GOGO,Communications,Wireless Telecommunications,
AGCO,Producer Manufacturing,Trucks/Construction/Farm Machinery,
YZC,Energy Minerals,Coal,
MOS,Process Industries,Chemicals: Agricultural,
TNAV,Technology Services,Information Technology Services,
PLT,Electronic Technology,Telecommunications Equipment,
VCRA,Electronic Technology,Computer Communications,
SZC,Miscellaneous,Investment Trusts/Mutual Funds,
DTQ,Utilities,Electric Utilities,
BJZ,Consumer Durables,Home Furnishings,
YRD,Technology Services,Internet Software/Services,
NCT,Distribution Services,Food Distributors,
PHI,Communications,Specialty Telecommunications,
SJR,Consumer Services,Cable/Satellite TV,
BELFA,Electronic Technology,Electronic Components,
CHN,Miscellaneous,Investment Trusts/Mutual Funds,
NWE,Utilities,Electric Utilities,
ICPT,Health Technology,Pharmaceuticals: Other,
LBAI,Finance,Regional Banks,
KELYA,Commercial Services,Personnel Services,
TRIP,Consumer Services,Other Consumer Services,
DOW,Process Industries,Chemicals: Specialty,
MBT,Communications,Wireless Telecommunications,
HUBB,Producer Manufacturing,Electrical Products,
CYTK,Health Technology,Biotechnology,
EVTC,Technology Services,Data Processing Services,
BZH,Consumer Durables,Homebuilding,
LXRX,Health Technology,Biotechnology,
SNA,Consumer Durables,Tools & Hardware,
WEN,Consumer Services,Restaurants,
SCD,Miscellaneous,Investment Trusts/Mutual Funds,
VVC,Non-Energy Minerals,Other Metals/Minerals,
SKM,Communications,Wireless Telecommunications,
MUJ,Miscellaneous,Investment Trusts/Mutual Funds,
EFC,Finance,Financial Conglomerates,
BSD,Miscellaneous,Investment Trusts/Mutual Funds,
GAS,Energy Minerals,Integrated Oil,
WBC,Producer Manufacturing,Auto Parts: OEM,
AMH,Finance,Real Estate Investment Trusts,
BP,Energy Minerals,Integrated Oil,
DRA,Industrial Services,Engineering & Construction,
MPW,Finance,Real Estate Investment Trusts,
AXTI,Electronic Technology,Electronic Production Equipment,
EVN,Miscellaneous,Investment Trusts/Mutual Funds,
SBRAP,Finance,Real Estate Investment Trusts,
CBR,Process Industries,Chemicals: Major Diversified,
CENTA,Consumer Non-Durables,Consumer Sundries,
HOLI,Electronic Technology,Electronic Equipment/Instruments,
ASMI,Finance,Life/Health Insurance,
VIA,Consumer Services,Movies/Entertainment,
FDP,Consumer Non-Durables,Food: Specialty/Candy,
SWM,Process Industries,Pulp & Paper,
IEX,Producer Manufacturing,Industrial Machinery,
HAYN,Non-Energy Minerals,Steel,
CSU,Health Services,Medical/Nursing Services,
SHEN,Communications,Major Telecommunications,
GPS,Retail Trade,Apparel/Footwear Retail,
ACW,Health Technology,Biotechnology,
CAR,Finance,Finance/Rental/Leasing,
ETE,Industrial Services,Engineering & Construction,
FLIR,Electronic Technology,Aerospace & Defense,
SQNS,Electronic Technology,Semiconductors,
AMBA,Electronic Technology,Semiconductors,
ADT,Commercial Services,Miscellaneous Commercial Services,
HON,Producer Manufacturing,Industrial Conglomerates,
FDO,Retail Trade,Department Stores,
EZT,Utilities,Electric Utilities,
CRH,Non-Energy Minerals,Construction Materials,
PRGO,Health Technology,Pharmaceuticals: Other,
JRJC,Technology Services,Internet Software/Services,
SRI,Producer Manufacturing,Auto Parts: OEM,
SSYS,Electronic Technology,Computer Peripherals,
CMS,Utilities,Electric Utilities,
JP,Finance,Investment Managers,
JMM,Miscellaneous,Investment Trusts/Mutual Funds,
AGIO,Health Technology,Biotechnology,
FBNC,Finance,Regional Banks,
CEN,Miscellaneous,Investment Trusts/Mutual Funds,
MFIN,Finance,Investment Managers,
KSM,Miscellaneous,Investment Trusts/Mutual Funds,
VG,Communications,Specialty Telecommunications,
FLR,Industrial Services,Engineering & Construction,
NNI,Finance,Finance/Rental/Leasing,
NQP,Miscellaneous,Investment Trusts/Mutual Funds,
PIM,Miscellaneous,Investment Trusts/Mutual Funds,
JBT,Producer Manufacturing,Industrial Machinery,
KIM,Finance,Real Estate Investment Trusts,
CBM,Finance,Regional Banks,
BSX,Health Technology,Medical Specialties,
CHT,Communications,Major Telecommunications,
RHP,Finance,Real Estate Investment Trusts,
QTS,Finance,Real Estate Investment Trusts,
GZT,Producer Manufacturing,Metal Fabrication,
TLK,Communications,Major Telecommunications,
EBF,Commercial Services,Commercial Printing/Forms,
PFD,Miscellaneous,Investment Trusts/Mutual Funds,
ADUS,Health Services,Medical/Nursing Services,
EBSB,Finance,Savings Banks,
JE,Utilities,Electric Utilities,
OPY,Finance,Investment Banks/Brokers,
ORA,Utilities,Alternative Power Generation,
GHY,Miscellaneous,Investment Trusts/Mutual Funds,
NXJ,Miscellaneous,Investment Trusts/Mutual Funds,
FSV,Finance,Real Estate Development,
SP,Commercial Services,Miscellaneous Commercial Services,
AXL,Producer Manufacturing,Auto Parts: OEM,
OLP,Finance,Real Estate Investment Trusts,
GFY,Miscellaneous,Investment Trusts/Mutual Funds,
QUOT,Commercial Services,Advertising/Marketing Services,
PQ,Consumer Durables,Other Consumer Specialties,
TDS,Communications,Wireless Telecommunications,
AIN,Process Industries,Textiles,
NPO,Producer Manufacturing,Industrial Machinery,
BAP,Finance,Regional Banks,
BBSI,Commercial Services,Personnel Services,
ALRM,Technology Services,Information Technology Services,
OMN,Process Industries,Chemicals: Major Diversified,
KEY,Finance,Major Banks,
BRKL,Finance,Savings Banks,
TCBIP,Finance,Regional Banks,
SF,Finance,Investment Banks/Brokers,
MLI,Producer Manufacturing,Metal Fabrication,
AGNC,Finance,Real Estate Investment Trusts,
BANC,Finance,Regional Banks,
PKI,Health Technology,Medical Specialties,
WERN,Transportation,Trucking,
CTT,Finance,Real Estate Investment Trusts,
BHBK,Finance,Regional Banks,
AFW,Health Technology,Medical Specialties,
NTT,Communications,Major Telecommunications,
FORR,Commercial Services,Miscellaneous Commercial Services,
ICD,Industrial Services,Contract Drilling,
FC,Commercial Services,Miscellaneous Commercial Services,
CNOB,Finance,Regional Banks,
CIB,Finance,Regional Banks,
HLI,Finance,Investment Banks/Brokers,
TILE,Producer Manufacturing,Building Products,
CCU,Consumer Non-Durables,Beverages: Alcoholic,
NEV,Miscellaneous,Investment Trusts/Mutual Funds,
SATS,Electronic Technology,Telecommunications Equipment,
HPY,Non-Energy Minerals,Other Metals/Minerals,
BCEI,Energy Minerals,Oil & Gas Production,
CPLP,Transportation,Marine Shipping,
IOSP,Process Industries,Chemicals: Specialty,
SCI,Consumer Services,Other Consumer Services,
AGIIL,Industrial Services,Engineering & Construction,
MSGN,Consumer Services,Movies/Entertainment,
MDLY,Finance,Investment Managers,
CIGI,Finance,Real Estate Development,
RAVN,Producer Manufacturing,Miscellaneous Manufacturing,
CTRN,Retail Trade,Apparel/Footwear Retail,
DKL,Industrial Services,Oil & Gas Pipelines,
GCO,Distribution Services,Wholesale Distributors,
TECH,Health Technology,Biotechnology,
HTY,Miscellaneous,Investment Trusts/Mutual Funds,
NOA,Industrial Services,Oilfield Services/Equipment,
HRZN,Miscellaneous,Investment Trusts/Mutual Funds,
KGC,Non-Energy Minerals,Precious Metals,
RNE,Utilities,Alternative Power Generation,
DEG,Non-Energy Minerals,Precious Metals,
WETF,Finance,Investment Managers,
CAMP,Electronic Technology,Telecommunications Equipment,
ALXN,Health Technology,Biotechnology,
OUT,Finance,Real Estate Investment Trusts,
CENT,Consumer Non-Durables,Consumer Sundries,
FFC,Miscellaneous,Investment Trusts/Mutual Funds,
NBHC,Finance,Regional Banks,
ATE,Technology Services,Information Technology Services,
SYKE,Technology Services,Information Technology Services,
TKF,Non-Energy Minerals,Other Metals/Minerals,
EQIX,Finance,Real Estate Investment Trusts,
XONE,Producer Manufacturing,Industrial Machinery,
ANIK,Health Technology,Pharmaceuticals: Other,
JMI,Miscellaneous,Investment Trusts/Mutual Funds,
KYE,Electronic Technology,Electronic Components,
AI,Finance,Real Estate Investment Trusts,
EPC,Consumer Non-Durables,Household/Personal Care,
TEI,Miscellaneous,Investment Trusts/Mutual Funds,
BAMM,Process Industries,Agricultural Commodities/Milling,
ADTN,Electronic Technology,Telecommunications Equipment,
MXL,Electronic Technology,Semiconductors,
UBP,Finance,Real Estate Investment Trusts,
RIG,Industrial Services,Contract Drilling,
CHY,Miscellaneous,Investment Trusts/Mutual Funds,
HFWA,Finance,Regional Banks,
JAX,Consumer Services,Restaurants,
FMO,Miscellaneous,Investment Trusts/Mutual Funds,
IPHS,Process Industries,Chemicals: Agricultural,
DE,Producer Manufacturing,Trucks/Construction/Farm Machinery,
BGG,Producer Manufacturing,Trucks/Construction/Farm Machinery,
WPG,Finance,Real Estate Investment Trusts,
QADB,Technology Services,Information Technology Services,
ENBL,Industrial Services,Oil & Gas Pipelines,
JPC,Miscellaneous,Investment Trusts/Mutual Funds,
UIS,Technology Services,Information Technology Services,
PHX,Energy Minerals,Oil & Gas Production,
EMO,Miscellaneous,Investment Trusts/Mutual Funds,
AVT,Distribution Services,Electronics Distributors,
BMO,Finance,Major Banks,
CW,Electronic Technology,Aerospace & Defense,
CRVL,Finance,Insurance Brokers/Services,
KTF,Miscellaneous,Investment Trusts/Mutual Funds,
SQI,Technology Services,Internet Software/Services,
ACRE,Finance,Investment Managers,
RIT,Miscellaneous,Investment Trusts/Mutual Funds,
CETV,Consumer Services,Broadcasting,
ISD,Miscellaneous,Investment Trusts/Mutual Funds,
CF,Process Industries,Chemicals: Agricultural,
BRT,Finance,Real Estate Investment Trusts,
LFL,Transportation,Airlines,
WMB,Industrial Services,Oil & Gas Pipelines,
CHMA,Health Technology,Biotechnology,
EA,Consumer Durables,Recreational Products,
NMI,Miscellaneous,Investment Trusts/Mutual Funds,
DRI,Consumer Services,Restaurants,
EFSC,Finance,Regional Banks,
MIND,Industrial Services,Oilfield Services/Equipment,
DGI,Electronic Technology,Computer Peripherals,
FNGN,Finance,Investment Managers,
ACH,Non-Energy Minerals,Aluminum,
NSSC,Producer Manufacturing,Building Products,
SYX,Retail Trade,Internet Retail,
BSL,Miscellaneous,Investment Trusts/Mutual Funds,
CCJ,Non-Energy Minerals,Other Metals/Minerals,
STR,Miscellaneous,Investment Trusts/Mutual Funds,
SODA,Process Industries,Chemicals: Specialty,
AIB,Miscellaneous,Investment Trusts/Mutual Funds,
IPHI,Electronic Technology,Semiconductors,
CATY,Finance,Regional Banks,
CREE,Electronic Technology,Electronic Components,
BAH,Commercial Services,Miscellaneous Commercial Services,
NRK,Miscellaneous,Investment Trusts/Mutual Funds,
ADAP,Health Technology,Biotechnology,
BHE,Electronic Technology,Electronic Components,
CBT,Process Industries,Industrial Specialties,
CFX,Producer Manufacturing,Industrial Machinery,
USG,Miscellaneous,Investment Trusts/Mutual Funds,
SWKS,Electronic Technology,Semiconductors,
LRN,Consumer Services,Other Consumer Services,
PROV,Finance,Savings Banks,
FTRPR,Communications,Specialty Telecommunications,
ZAGG,Process Industries,Industrial Specialties,
FLY,Finance,Finance/Rental/Leasing,
GBLI,Finance,Property/Casualty Insurance,
PFSI,Finance,Finance/Rental/Leasing,
MRK,Health Technology,Pharmaceuticals: Major,
FEI,Miscellaneous,Investment Trusts/Mutual Funds,
DTE,Utilities,Electric Utilities,
TXN,Electronic Technology,Semiconductors,
EGO,Non-Energy Minerals,Precious Metals,
ARMK,Consumer Services,Restaurants,
NUW,Miscellaneous,Investment Trusts/Mutual Funds,
Q,Finance,Property/Casualty Insurance,
VRSK,Finance,Insurance Brokers/Services,
PNRA,Retail Trade,Food Retail,
UNVR,Distribution Services,Wholesale Distributors,
ENB,Industrial Services,Oil & Gas Pipelines,
MVO,Miscellaneous,Investment Trusts/Mutual Funds,
UNT,Utilities,Gas Distributors,
TXT,Electronic Technology,Aerospace & Defense,
TS,Non-Energy Minerals,Steel,
TDI,Communications,Wireless Telecommunications,
TMUS,Communications,Wireless Telecommunications,
CCE,Producer Manufacturing,Electrical Products,
RIGL,Health Technology,Biotechnology,
ARI,Finance,Real Estate Investment Trusts,
FANG,Energy Minerals,Oil & Gas Production,
GLP,Distribution Services,Wholesale Distributors,
UGP,Energy Minerals,Oil Refining/Marketing,
SEAC,Electronic Technology,Electronic Equipment/Instruments,
ACM,Industrial Services,Engineering & Construction,
JKS,Producer Manufacturing,Electrical Products,
CRAI,Commercial Services,Miscellaneous Commercial Services,
ELA,Retail Trade,Specialty Stores,
KMX,Retail Trade,Specialty Stores,
BRS,Producer Manufacturing,Electrical Products,
MED,Consumer Services,Other Consumer Services,
EXC,Utilities,Electric Utilities,
OSUR,Health Technology,Medical Specialties,
PBR,Energy Minerals,Integrated Oil,
WHG,Finance,Investment Banks/Brokers,
OAS,Energy Minerals,Oil & Gas Production,
PVG,Non-Energy Minerals,Precious Metals,
WAFD,Finance,Savings Banks,
BCC,Non-Energy Minerals,Forest Products,
SNPS,Technology Services,Packaged Software,
CSX,Transportation,Railroads,
UAN,Process Industries,Chemicals: Agricultural,
EXPE,Consumer Services,Other Consumer Services,
CCXI,Health Technology,Biotechnology,
SPOK,Communications,Wireless Telecommunications,
DNI,Miscellaneous,Investment Trusts/Mutual Funds,
PAM,Utilities,Electric Utilities,
CNHI,Producer Manufacturing,Trucks/Construction/Farm Machinery,
BID,Technology Services,Packaged Software,
NKG,Miscellaneous,Investment Trusts/Mutual Funds,
BYD,Consumer Services,Casinos/Gaming,
IX,Finance,Finance/Rental/Leasing,
NVGS,Transportation,Marine Shipping,
AMRK,Finance,Investment Banks/Brokers,
DUC,Miscellaneous,Investment Trusts/Mutual Funds,
HIE,Miscellaneous,Investment Trusts/Mutual Funds,
CLH,Industrial Services,Environmental Services,
CIR,Producer Manufacturing,Industrial Machinery,
NE,Industrial Services,Contract Drilling,
BMI,Producer Manufacturing,Industrial Machinery,
MKSI,Electronic Technology,Electronic Equipment/Instruments,
CA,Retail Trade,Food Retail,
BSET,Consumer Durables,Home Furnishings,
MNP,Miscellaneous,Investment Trusts/Mutual Funds,
SIEN,Health Technology,Medical Specialties,
ETX,Miscellaneous,Investment Trusts/Mutual Funds,
SOHU,Technology Services,Internet Software/Services,
FOXF,Consumer Durables,Recreational Products,
NYMT,Finance,Real Estate Investment Trusts,
BXS,Finance,Regional Banks,
TARO,Health Technology,Pharmaceuticals: Generic,
ANET,Electronic Technology,Computer Communications,
PEP,Consumer Non-Durables,Beverages: Non-Alcoholic,
PEBO,Finance,Major Banks,
INTL,Miscellaneous,Investment Trusts/Mutual Funds,
LDOS,Technology Services,Information Technology Services,
ASR,Transportation,Other Transportation,
PINC,Health Services,Hospital/Nursing Management,
GRA,Process Industries,Chemicals: Specialty,
PEO,Miscellaneous,Investment Trusts/Mutual Funds,
LBRDA,Consumer Services,Cable/Satellite TV,
KFRC,Commercial Services,Personnel Services,
IRS,Finance,Real Estate Development,
HBCP,Finance,Financial Conglomerates,
NHI,Finance,Real Estate Investment Trusts,
OFC,Finance,Real Estate Investment Trusts,
OSIS,Electronic Technology,Semiconductors,
ALCO,Process Industries,Agricultural Commodities/Milling,
PB,Finance,Regional Banks,
AZPN,Technology Services,Packaged Software,
CROX,Consumer Non-Durables,Apparel/Footwear,
FORM,Electronic Technology,Electronic Production Equipment,
CHK,Consumer Non-Durables,Beverages: Alcoholic,
MTCH,Technology Services,Internet Software/Services,
ROIC,Finance,Real Estate Investment Trusts,
CLF,Non-Energy Minerals,Steel,
RF,Finance,Major Banks,
BTO,Miscellaneous,Investment Trusts/Mutual Funds,
ABBV,Health Technology,Pharmaceuticals: Major,
BYM,Miscellaneous,Investment Trusts/Mutual Funds,
NWL,Producer Manufacturing,Industrial Conglomerates,
TWO,Finance,Real Estate Investment Trusts,
MYD,Miscellaneous,Investment Trusts/Mutual Funds,
CII,Miscellaneous,Investment Trusts/Mutual Funds,
GGG,Producer Manufacturing,Industrial Machinery,
CX,Non-Energy Minerals,Construction Materials,
FISV,Technology Services,Data Processing Services,
FPO,Technology Services,Internet Software/Services,
EGP,Finance,Real Estate Investment Trusts,
MUI,Miscellaneous,Investment Trusts/Mutual Funds,
GGZ,Miscellaneous,Investment Trusts/Mutual Funds,
AEG,Finance,Multi-Line Insurance,
PZN,Finance,Investment Managers,
AG,Non-Energy Minerals,Precious Metals,
AC,Finance,Investment Managers,
SFM,Retail Trade,Food Retail,
MOBL,Technology Services,Information Technology Services,
BLH,Transportation,Marine Shipping,
AME,Producer Manufacturing,Electrical Products,
WBS,Finance,Savings Banks,
COST,Retail Trade,Specialty Stores,
CTX,Health Technology,Pharmaceuticals: Major,
EIX,Utilities,Electric Utilities,
GEH,Finance,Regional Banks,
SHLX,Industrial Services,Oil & Gas Pipelines,
DB,Finance,Major Banks,
SCTY,Commercial Services,Miscellaneous Commercial Services,
CVE,Energy Minerals,Oil & Gas Production,
NNN,Finance,Real Estate Investment Trusts,
BANFP,Finance,Finance/Rental/Leasing,
DOOR,Producer Manufacturing,Building Products,
DCA,Utilities,Electric Utilities,
AKAM,Technology Services,Internet Software/Services,
MOH,Health Services,Managed Health Care,
BPOPN,Finance,Finance/Rental/Leasing,
PSXP,Industrial Services,Oil & Gas Pipelines,
DLPH,Producer Manufacturing,Auto Parts: OEM,
GSM,Process Industries,Industrial Specialties,
RRC,Energy Minerals,Oil & Gas Production,
EFX,Commercial Services,Miscellaneous Commercial Services,
MWR,Communications,Wireless Telecommunications,
WM,Industrial Services,Environmental Services,
SPI,Electronic Technology,Semiconductors,
SFN,Finance,Property/Casualty Insurance,
DST,Non-Energy Minerals,Precious Metals,
WSFS,Finance,Savings Banks,
KBAL,Consumer Durables,Home Furnishings,
MCD,Consumer Services,Restaurants,
FSRV,Finance,Financial Conglomerates,
MTZ,Industrial Services,Engineering & Construction,
ALLT,Electronic Technology,Computer Communications,
CVLT,Technology Services,Packaged Software,
RPT,Finance,Real Estate Investment Trusts,
COLB,Finance,Regional Banks,
TCO,Finance,Real Estate Investment Trusts,
TMHC,Consumer Durables,Homebuilding,
UHT,Finance,Real Estate Investment Trusts,
CRY,Health Technology,Medical Specialties,
PGC,Finance,Regional Banks,
XNET,Technology Services,Internet Software/Services,
IMOS,Electronic Technology,Semiconductors,
WY,Finance,Real Estate Investment Trusts,
SLMBP,Finance,Finance/Rental/Leasing,
SRDX,Health Technology,Medical Specialties,
ADBE,Technology Services,Packaged Software,
CEM,Miscellaneous,Investment Trusts/Mutual Funds,
SRC,Finance,Real Estate Investment Trusts,
TPC,Industrial Services,Engineering & Construction,
DRQ,Industrial Services,Oilfield Services/Equipment,
MT,Non-Energy Minerals,Steel,
ZEN,Technology Services,Data Processing Services,
BKN,Miscellaneous,Investment Trusts/Mutual Funds,
BKD,Health Services,Hospital/Nursing Management,
JOE,Finance,Real Estate Development,
SPSC,Technology Services,Packaged Software,
MRLN,Finance,Finance/Rental/Leasing,
EOI,Miscellaneous,Investment Trusts/Mutual Funds,
DLB,Consumer Services,Movies/Entertainment,
LLNW,Technology Services,Internet Software/Services,
MUX,Non-Energy Minerals,Precious Metals,
BK,Finance,Major Banks,
NS,Distribution Services,Wholesale Distributors,
IRDM,Communications,Wireless Telecommunications,
LOB,Finance,Regional Banks,
SNV,Finance,Regional Banks,
JEC,Energy Minerals,Oil & Gas Production,
JCOM,Technology Services,Internet Software/Services,
MELI,Technology Services,Internet Software/Services,
ADRO,Health Technology,Biotechnology,
WAT,Health Technology,Medical Specialties,
AFC,Finance,Investment Managers,
